textID	#words	title
4435514	41	Saint-AndrÇ, New Brunswick
4436514	1094	Antique Temple
4440514	1272	Uchide no kozuchi
4441514	2393	Frame of Government of Pennsylvania
4460514	635	The Young Person's Guide to Becoming a Rock Star
4465514	239	Late (album)
4474514	168	Ogdensburg-Prescott International Bridge
4478514	998	AASM
4484514	81	The Luxury of Time
4486514	68	Horn° Lomn†
4492514	83	Jules Levin
4495514	132	The Living Road
4505514	1014	Hugh Lucas-Tooth
4510514	516	Algernon Frederick Rous de Horsey
4511514	176	Matteo Zocarini
4513514	1225	James Grierson
4519514	69	Trifluoromethylisocyanide
4520514	161	Thatto Heath railway station
4528514	158	Shah Mahmoud Hanifi
4536514	2979	Babylonian astronomy
4542514	114	Black-winged cuckooshrike
4544514	566	_agad ° Hel
4548514	165	Whiteabbey railway station
4550514	125	Aqua String Band
4554514	138	Khoo Kay Kim
4560514	198	Nancy McArthur
4561514	275	Melissa McDermott
4567514	339	Lenrie Peters
4583514	3090	Typhoon Karen
4616514	176	List of mayors of Sofia
4635514	2397	Tunbridge Wells West railway station
4646514	498	Yuki Nakai
4654514	142	Aspenhoff, Missouri
4664514	345	Kahiltna Glacier
4666514	391	Jephtha (Handel)
4674514	370	Prehistorik 2
4675514	375	Cymbospondylus
4686514	230	Plainfield (NJT station)
4698514	394	DÅsseldorf-Rath
4705514	505	One Good Cop
4706514	36	Area code 660
4718514	459	Alice Eve
4724514	118	Rifampicin/isoniazid/pyrazinamide
4736514	399	A. E. Seaman Mineral Museum
4750514	333	List of newspapers in Florida
4752514	24	List of political magazines
4753514	195	Arena Leipzig
4754514	1368	Ultra Panavision 70
4771514	173	Siege of Izmail
4783514	408	Florida State Road 884
4788514	67	A Darker Shade of Evil
4813514	3839	Nationalities and regions of Spain
4823514	591	United Freedom Front
4825514	637	Steve McNamara
4830514	349	I Was Made to Love Her (song)
4831514	11	List of United States Supreme Court cases, volume 50
4835514	380	Run to the Sun
4843514	1042	San Mart°n Base
4856514	312	Peter Honess
4862514	28	Lists of Australian rules football leagues
4864514	2222	Ljudski vrt
4881514	420	Alison Streeter
4882514	1207	Remez algorithm
4889514	107	Robert Alway
4893514	356	Charles de la BÇdoyäre
4905514	240	Sikinos
4925514	192	Atlantic Records Group
4930514	868	HMS Plumper (1848)
4942514	403	Seema Biswas
4943514	119	Sylvia Gosse
4945514	67	Live at the Palace Theatre
4954514	145	Guarianthe
4962514	84	Bulletin of the Chemical Society of Japan
4969514	50	Warken
4973514	163	Estadio Saroldi
4977514	1073	Phunk Junkeez
4981514	28	Bollendorf-Pont
5000514	59	John Eden
5017514	69	Universe (EP)
5018514	35	William Crooks
5022514	116	Granvinsvatnet
5047514	153	Polo-Cockta
5061514	556	Cruciate ligament
5079514	17	Paul Kahn (rugby league)
5080514	1516	Digital radiography
5087514	256	List of highways numbered 40
5106514	2193	Twilight Imperium
5113514	527	Albert Galloway Keller
5115514	692	List of MeSH codes (N05)
5117514	557	Michael Dokken
5121514	442	Eugenio Mendoza
5126514	21	Zephyr cloth
5160514	59	Seohyeon Station
5168514	217	Devyani Chaubal
5173514	891	Maurice Prather
5186514	844	Steve Cartwright
5195514	1220	Westdale Mall
5208514	153	Jack Emery
5220514	286	Giant peccary
5238514	122	Zonked/Ain't It Fun
5244514	1061	Rock Star Supernova
5246514	938	Pattiyal
5251514	525	Heat of formation group additivity
5257514	74	Denham Island
5259514	124	KysuckÇ NovÇ Mesto District
5265514	298	Thunder Bay Island
5279514	323	Dagmar Midcap
5282514	105	ITL MARS
5290514	211	Elihu Spencer
5292514	356	Patrona Halil
5295514	1290	The Vikings (1958 film)
5297514	43	Lisy Island
5299514	152	Indian Creek (Cobbs Creek)
5307514	63	$500
5322514	56	The British School, Panchkula
5323514	456	Blue Lacy
5325514	40	Gluvian
5332514	3389	Les Aspin
5333514	129	2644 Victor Jara
5339514	278	Keyingham
5348514	90	Ali Suliman
5353514	211	Germering
5358514	273	This Little Empire
5365514	1682	Michael Muhammad Knight
5413514	11	List of Members of the Canadian House of Commons with military service (A)
5420514	154	Beltempest
5425514	430	Consort Chen Farong
5427514	208	Boy, Did I Get a Wrong Number!
5432514	1102	Dayananda Sagar College of Engineering
5434514	46	Tachibana clan
5454514	140	Al Wiman
5466514	179	Joseph M. Gaydos
5470514	637	Pita Alatini
5472514	166	Chlamydia muridarum
5487514	110	Diarra
5488514	929	North Medford High School
5497514	77	Cimbicidae
5506514	338	S-300VM
5512514	2865	WMD conjecture in the aftermath of the 2003 invasion of Iraq
5514514	103	Type 89 torpedo
5524514	445	Memoirs of a Survivor
5548514	23	Pilot Grove
5549514	399	Baz Warne
5554514	148	That Girl (Stevie Wonder song)
5564514	689	Andrea Brustolon
5565514	440	Chalco de D°az Covarrubias
5566514	769	Hannibal and St. Joseph Railroad
5569514	735	Corruptor (comics)
5571514	240	Sultan Alam Shah Museum
5574514	974	History of Guadeloupe
5575514	1713	Arca di San Domenico
5585514	118	Elio De Anna
5593514	509	The Goose-Girl at the Well
5601514	45	Bad DÅrrheim
5607514	138	Karl J. Sleight
5631514	130	Carolyn Omine
5635514	298	Eatin' Dust
5637514	305	List of airports in Oklahoma
5643514	75	ESPN PPV
5650514	334	Lac Seul
5652514	150	Pequawket Brook
5654514	382	James Butler, 5th Earl of Ormond
5658514	444	Society for Pentecostal Studies
5667514	430	Darrington, West Yorkshire
5672514	448	Przemyslaw Kazmierczak
5678514	417	Decadent movement
5685514	282	Michael Rispoli
5687514	248	Key West Historic District
5697514	396	John Schenck
5701514	146	Kaur Kender
5708514	472	Basukinath
5710514	211	Birnagar
5712514	4760	Banksia sessilis
5719514	89	Buurmalsen
5720514	22	Rick Hansen Secondary School
5733514	1277	July 2006 in rail transport
5752514	274	Laser lithotripsy
5761514	166	Matti Kurki
5763514	50	KMRB
5768514	288	BitPim
5779514	830	Bobby Sippio
5786514	49	Marcin Wolski
5793514	529	Kelefa Sanneh
5799514	98	Sainte-Jeanne-d'Arc, Saguenay-Lac-Saint-Jean, Quebec
5800514	79	Majhara Pipar Ehatmali
5801514	287	1980 US Open (tennis)
5802514	498	The Grid (TV miniseries)
5806514	836	Prime Network
5811514	270	Timiri
5815514	36	Adam Rogacki
5822514	325	Shrewsbury (Camp Parapet) Cemetery
5852514	89	Chadan (town)
5858514	1952	Battle of Vyborg Bay (1790)
5863514	21	Camanongue
5888514	357	Joris of the Rock
5906514	585	Moonlight Bay
5929514	365	Nels Jacobson
5935514	243	Keselo
5942514	70	Eugäne Richez
5945514	145	Yair
5946514	294	Pietro Accardi
5947514	146	The Common Law
5955514	344	Fled
5962514	318	Aaron Lawrence (footballer)
5963514	310	Massimo Bonanni
5965514	49	Schumacher (footballer)
5967514	25	Chiaravalle Centrale
5971514	1077	Buddy Young
5981514	377	Standing Buddha
5986514	53	1904-05 Belgian First Division
5988514	20	Khîkh morit, Govi-Altai
5994514	59	Roggenwolf (company)
5999514	71	Donnie Stone
6008514	118	Chop suey (disambiguation)
6021514	248	Abdim's stork
6032514	379	Vaccinium parvifolium
6037514	369	Vicente Palacios
6064514	326	St Peter's College, Palmerston North
6068514	72	Akali
6069514	12	Microstoma
6070514	586	Haderslevhus
6074514	803	Gee Cross
6083514	1703	Jon Fitch
6091514	727	David de Sola Pool
6095514	4947	List of Old Newingtonians
6110514	1500	RM-ODP
6115514	250	Connacht Senior League (rugby union)
6119514	514	The Family Markowitz
6139514	500	Battle of Ban Dong
6145514	799	Paul Burns
6154514	6	Rigwnai
6157514	1111	Lorin C. Woolley
6161514	344	Orfeas
6175514	275	Crankworx
6193514	899	Clint Longley
6196514	649	Gene Miles
6202514	269	Santa Monica Mirror
6211514	124	Valenzano, Italy
6217514	1618	Rat Attack!
6244514	386	Rattlesnake Point (Canada)
6265514	806	Fleming Island, Florida
6272514	325	Putsborough
6274514	286	Berissa
6293514	36	1998 World Junior Championships in Athletics
6297514	1388	Les Hauts-Geneveys
6300514	274	Kevin Miller (footballer)
6309514	135	Safarali Kenjayev
6317514	212	Cantellation (geometry)
6328514	145	Ginger Hotels
6352514	1319	Roz Savage
6358514	28	Nicaria
6369514	252	FIS Nordic World Ski Championships 1991
6390514	207	Be Near Me
6391514	260	Center for the Promotion of Imports
6398514	246	Runnymede Theatre
6406514	98	Sign of the Winner
6419514	1725	Hell Comes to Quahog
6431514	1468	Virginia Astley
6432514	594	Theoretical key
6444514	941	Council Rock High School North
6460514	1197	Mar°a Luisa Bemberg
6463514	208	MÇlanie (album)
6478514	36	Chianocco
6516514	33	Montaigut-le-Blanc, Puy-de-Dìme
6517514	255	UFC 30
6521514	19	Carrä
6527514	196	Rafael Bournigal
6529514	416	Vaseegara (film)
6530514	649	Associated Independent Colleges
6539514	224	John Alexander Macdonald (Prince Edward Island politician)
6557514	296	Calliano, Piedmont
6598514	38	Sattler's layer
6637514	1296	South Muskoka Shield
6645514	99	AS de Vacoas-Phoenix
6647514	356	Lafayette Park, Detroit
6659514	1120	Yuan Yong
6670514	191	Cathedral of Our Lady of the Assumption, Mata-Utu
6675514	301	BT postcode area
6696514	521	Kansas in the American Civil War
6698514	642	Tonto Trail
6700514	171	William J. Winslade
6703514	59	Lentate sul Seveso
6706514	285	Albaredo Arnaboldi
6712514	128	List of diplomatic missions of Kyrgyzstan
6715514	286	Love Don't Let Me Go (Walking Away)
6717514	55	Teolo
6718514	297	Enemonzo
6734514	1193	Upper Arlington High School (Ohio)
6737514	16	S†sa, Zvolen District
6745514	181	South Teton
6756514	69	Galapagos Microplate
6769514	394	Tennis ball cricket
6770514	131	George O'Brien (footballer)
6773514	74	Gary Freeman (basketball)
6780514	832	Venue (magazine)
6781514	1687	2010 FIBA World Championship
6783514	145	Bluefaced Leicester
6785514	28	Pandosia
6789514	160	Comprehensive high school
6792514	86	Porn¢ap†ti
6793514	109	Fuori Dal Mondo
6794514	523	Dearest Christian, I'm So Very Sorry for Bringing You Here. Love, Dad
6812514	132	Oregon's 1st congressional district
6826514	161	Wark on Tweed
6828514	17	Red three-striped opossum
6829514	313	Barry M. Goldwater Scholarship
6831514	173	Raj Chouhan
6840514	192	Centre Bridge, Pennsylvania
6859514	1128	John Tennyson
6860514	479	California Graduate Institute
6876514	38	Fred Fagg
6879514	723	Detana!! TwinBee
6888514	990	Order of Battle for Battle of South Guangxi
6897514	203	Stanislav Gustavovich Strumilin
6904514	38	MGC8902
6918514	1009	Harrisburg State Hospital
6930514	59	Claybord
6931514	330	Faerieworlds
6932514	60	Archaeology (magazine)
6934514	22	Pierre Planus
6941514	462	Hobart Devils
6945514	201	The High Windows
6953514	438	Olive oropendola
6979514	484	Love Is the Law (Toyah album)
6985514	1281	Hilda Suarez
6987514	188	Enrique Alfaro
6989514	98	Never Make a Promise
6991514	460	Les Girls
7001514	118	SlanskÇ NovÇ Mesto
7006514	493	The Barkleys
7014514	96	Dutch Zoo Federation
7018514	618	First Strike Coins
7019514	195	For the Lady
7024514	290	North Florida Christian High School
7033514	24	Kailash Nath Singh Yadav
7042514	1452	Edinson Volquez
7058514	68	Monterrubio de la Sierra
7078514	69	Anvil Press Poetry
7102514	144	New Plastic Ideas
7106514	118	Meredith Colket
7116514	88	Masonic Temple (Jacksonville)
7139514	663	Charles Gaines
7152514	42	Old Philadelphia Presbyterian Church
7154514	37	Jabir (name)
7161514	42	Madhusudhan Reddy Takkala
7165514	758	Communications server
7168514	118	List of United Kingdom Parliament constituencies (1983-97) by region
7179514	146	Roy Davis, Jr.
7207514	574	Mark Coffin, U.S.S.
7211514	108	George Goulding
7212514	270	Branch Bocock
7219514	63	Jack Oosterlaak
7224514	644	Rebecca Lowe
7226514	938	Hotu Matu'a
7231514	729	Sum 41 discography
7239514	758	Byrd v. Blue Ridge Rural Electric Cooperative, Inc.
7241514	155	Happy Cactus
7242514	286	Judy Green (socialite)
7245514	277	Leonard Lerman
7251514	70	Carrizal
7269514	383	Vamsi (film)
7300514	31	Jewett-Thompson House
7311514	219	Eric Steinberg
7332514	30	Wayatinah Power Station
7357514	195	George-FrÇdÇric-ThÇophile BaillairgÇ
7366514	41	Smart Crosstown
7369514	240	Bear Lake State Park (Utah)
7375514	1004	Synaptotropic hypothesis
7403514	323	Connecticut Route 150
7410514	266	Meru North District
7416514	72	Philharmonic Hall
7418514	2267	Gao Cheng
7420514	185	Camp Namanu
7424514	1437	Greeks Bearing Gifts (Torchwood)
7431514	230	Austria at the 1924 Summer Olympics
7432514	428	Italy at the 1936 Winter Olympics
7435514	119	List of highways numbered 294
7437514	537	Nes Harim
7438514	350	Statute of Autonomy of Catalonia of 1979
7440514	344	Tokyo Metropolitan Museum of Photography
7443514	98	Namyang Workers' District
7450514	151	Minnesota State Highway 247
7454514	62	Robert Pollard (American football)
7457514	39	Mathematische Zeitschrift
7474514	197	Babar Ahmed (director)
7496514	733	Lynx (comics)
7506514	74	HMS Sandringham (M2791)
7514514	96	Bigoli
7527514	150	No Depression in Heaven
7532514	68	Socks Glacier
7567514	80	Natalya Ivanova (athlete)
7570514	549	Thomas K. Finletter
7586514	726	Michael Thonet
7599514	429	East Timor Women Australia
7604514	445	Larry Johnston
7623514	573	Peter Carlesimo
7637514	563	Aftermath (1994 film)
7665514	1538	Etel Adnan
7682514	72	Agia Paraskevi, Chalkidiki
7686514	944	Henry Vincent Hubbard
7690514	353	Jack Spring
7706514	239	St. Augustine's College, Yarraville
7717514	523	United States House Appropriations Subcommittee on Energy and Water Development
7718514	89	Al Yarmuk Al Rawda
7721514	90	Suleyman al-Boustani
7733514	394	Psychosis (disambiguation)
7735514	456	Hong Kong-Shenzhen Western Corridor
7739514	249	Have Dreams, Will Travel
7764514	128	Directorate-General for Interpretation (European Commission)
7769514	20	Vertically challenged
7793514	741	Slovak order of battle in 1939
7812514	198	Ranmore Common
7816514	37	Sebastiaan Steur
7828514	116	Teater Tribunalen
7839514	14	F2008
7854514	423	Andri Snër Magnason
7857514	380	Horse of a Different Color (Big &amp; Rich album)
7865514	47	Rodolphus
7872514	1525	1940 in poetry
7874514	1179	Clinical Practice Research Datalink
7877514	195	NTCA Ground
7903514	160	Ageratum conyzoides
7911514	309	Cross That Line
7916514	118	Mike McCormack (writer)
7917514	365	The Right Person
7920514	820	William M. Blair
7936514	916	Inigo Campioni
7948514	246	Russell Gewirtz
7951514	379	Charles Rich (U.S. Representative)
7965514	330	Framework
7967514	23	Franciscan Friary, Baja
7974514	47	Dombiratos
7982514	49	KÇtsoprony
7985514	132	Outline of biotechnology
7986514	455	Odakyu Tama Line
7992514	604	555 Mission Street
8001514	504	Rolando Hinojosa
8010514	128	We Like to Rock
8011514	1158	List of J. League players from CONMEBOL
8016514	86	Totenlieder
8017514	432	List of Ashtabula County covered bridges
8019514	1170	Ant¢nio Dacosta
8030514	115	Jonathan Guy Lewis
8031514	91	Unicorn grenadier
8035514	74	The Beatific Visions
8055514	63	WSR-1
8061514	1542	USS Bolivar (APA-34)
8073514	722	Edith Haisman
8086514	389	ACCAS
8094514	35	Banat-i Hill
8114514	85	Viktor Rashchupkin
8123514	596	Conrad of Parzham
8127514	11	Eaglesham (South) Aerodrome
8130514	503	Central Arkansas Christian Schools
8139514	434	Kenneth L. Tallman
8145514	906	Ricardo Prado
8165514	1022	Better Off Alone (Alice DeeJay song)
8173514	198	Mark Derr
8177514	98	Islam in the Cocos (Keeling) Islands
8182514	739	Christopher Sykes (author)
8193514	261	LÅbeck (disambiguation)
8195514	250	Square-up
8198514	7	T†pi¢szele
8206514	270	Peque§as anÇcdotas sobre las instituciones
8207514	309	Bay County Library System
8214514	731	Empress Shen Miaorong
8219514	40	Mohammad Firouzi
8235514	733	Rlinda Kett
8236514	25	Olivia Pascal
8258514	1400	Peevyhouse v. Garland Coal &amp; Mining Co.
8261514	82	Ayako Nakano (dancer)
8263514	837	Durham House (London)
8278514	120	Horse Opera (album)
8297514	124	Live and Sleazy
8305514	113	Hern†n Losada
8321514	404	Dave Aspden
8343514	1755	House of Pomerania
8353514	82	Alabama State Route 212
8354514	58	Jacques Carette
8356514	26	Maximum safe storage temperature
8359514	578	Sancha of Aragon
8366514	649	Susan and God
8380514	4609	Thermometric titration
8385514	177	Barnstaple Castle
8446514	12	SBCT
8459514	212	Cricot 2
8485514	3469	Stargate Universe
8534514	352	George Tomasini
8554514	160	George Baptist
8559514	249	Eliezer ben Solomon Ashkenazi
8567514	245	White Sands Space Harbor
8571514	26	Zhetysu Stadium
8584514	197	Dave Brown (1900s athlete)
8587514	191	Archiva Vol. 2
8600514	154	Chaubunagungamaug Reservation
8609514	852	Stavne-Leangen Line
8617514	137	1959 NFL Championship Game
8619514	81	Samuel Castel†n Marini
8644514	491	Laurie London
8648514	40	Riverside Elementary School
8651514	147	Anuradhapura massacre
8658514	452	Rada Rassimov
8700514	46	List of streetcar lines in Staten Island
8720514	46	Lenti
8727514	353	GERB
8736514	398	1828 in poetry
8754514	63	Public holidays in Transnistria
8755514	307	A Walk Around the Hotel Courtyard, Acatlan
8756514	252	Frank Campanella
8758514	596	Florida AFL-CIO
8761514	5414	1400-1500 in European fashion
8771514	28	Pfaffen Saddle
8801514	495	Woodruff Career and Technical Center
8817514	177	Alma Park, New South Wales
8828514	279	Chasing Shadows (album)
8837514	34	LUN
8842514	388	Edward Mortelmans
8857514	32	David Dennison
8902514	29	Waplington
8916514	77	Karl Limper Geology Museum
8923514	311	Fabio Zerpa
8934514	114	Sontheim
8935514	60	Love Never Dies (1955 film)
8936514	43	Dahlerau
8949514	70	Meet the Hollowheads
8961514	104	Ian Mendes
8973514	16	Badhadhe District
8978514	5434	Dentistry throughout the world
8981514	459	Familial atrial fibrillation
8988514	133	Pierre Borel
9005514	532	Bucca (mythological creature)
9008514	7	List of minor planets/11501-11600
9022514	35	Francis M. Wood Alternative High School
9032514	102	Pincevent
9035514	557	Mar°lia Pàra
9036514	223	Simplicity Pattern
9047514	119	Game Wars
9050514	495	Anadish Pal
9077514	176	Pillan
9085514	103	List of airports in Seychelles
9089514	102	Kamghe Gaba
9091514	427	Predil Pass
9097514	87	Tetsuya Kiyonari
9110514	41	The Beacon Foundation
9138514	100	Jamie Fenton
9150514	324	Muscatine Community School District
9151514	282	
9165514	52	Houtrijk en Polanen
9250514	80	Menouthis
9262514	26	List of Theta Chi members
9274514	467	Uluguru Mountains
9279514	357	Dan K. Morhaim
9339514	58	First Restoration
9356514	239	TV3 (Norway)
9360514	45	Lake Region High School (Maine)
9379514	1237	Abraham Walkowitz
9406514	123	Onakatomi no Yoshinobu
9410514	243	Norwich Township, Franklin County, Ohio
9428514	10	Ismoil Somoni
9448514	184	Labelle (provincial electoral district)
9463514	278	Peter Keen
9465514	36	Nick Rogers (sailor)
9469514	104	Raggasonic
9478514	8	Arnar J¢nsson
9489514	165	Paul Durham
9493514	155	Daudkandi Upazila
9500514	307	Kore &amp; Skalp
9505514	242	Foreground-background
9561514	167	Broadway Metrolink station
9606514	95	Roslyn Bush
9609514	11	Muirabad
9631514	86	Kiril Ivkov
9646514	38	Bjarne Petersen
9655514	500	Barium chlorate
9673514	101	Sandy Bonsib
9675514	222	List of United States Supreme Court cases, volume 405
9683514	317	Oliver H. Kelley Homestead
9685514	339	Solomon, ex-Lambert Stradivarius
9691514	631	Special Assignment (Captain Scarlet)
9693514	83	HMS Umpire
9694514	19	The Newsie and the Lady
9716514	235	Mark Warnow
9719514	42	Garruchos
9732514	90	Arjun Malhotra
9747514	1135	Maryland Transportation Authority Police
9749514	64	Wasteland (Atargatis album)
9750514	699	Edward Lee Greene
9751514	172	Swan mussel
9753514	1037	Saint Amaro
9766514	661	William Jethro Brown
9768514	130	Jainad
9781514	139	Gina Tuttle
9813514	108	Charlie Smith (Romani poet)
9830514	23	SÇbastien Gondouin
9850514	851	Mark Hopkins (educator)
9868514	200	John Givens
9877514	61	Chilorio
9902514	1239	Por Estas Calles
9908514	60	Bobby Irons
9910514	575	Abe Okpik
9914514	39	Stone Horizons
9921514	1234	Ross Ohlendorf
9932514	593	Maid to Order
9936514	358	Anna Lo
9971514	117	Gisela Beyer
9972514	539	Arvid Mîrne
9978514	280	Captain Phoebus
9991514	59	Ralph Avenue Line
10001514	124	Sidcot Swallet
10018514	547	Handsome (Kilburn and the High-Roads album)
10027514	266	KAWO
10032514	1627	List of United States Navy Landing Craft Infantry (LCI)
10035514	1178	Intimate partner violence
10037514	227	Al-Tro Island Park
10041514	70	Faruk Buljubasic
10042514	405	Archie J. Bahm
10075514	29	Weitramsdorf
10090514	28	Cape Bystrova
10094514	477	De Alva S. Alexander
10104514	289	FÇlix de MÇrode
10120514	933	2007 United States Grand Prix
10131514	441	Rimburg
10135514	1159	Leandro Bisiach
10147514	197	Carl Alberg
10159514	690	Mauritius national rugby union team
10164514	1555	Alejandro Zaera-Polo
10178514	273	Sedgley Urban District
10182514	1293	Sparkford
10190514	112	Live in Gottingen
10219514	593	Oyster festival
10223514	490	The Cookies
10224514	194	Marina Denikina
10254514	1001	A-level
10259514	474	Bruce Gardiner
10304514	73	Tom Sands
10342514	42	Country wine
10344514	572	Margarete Dessoff
10374514	303	I as in Icarus
10420514	1129	Belorussian Military District
10471514	772	James Birrell
10476514	1986	Application delivery network
10492514	441	Derinkuyu Underground City
10519514	244	Singing News Fan Awards for Favorite Baritone
10539514	280	Santiago Peak
10541514	370	High Heels and Low Lifes
10552514	614	Faxton
10553514	74	Dysembryoplastic neuroepithelial tumour
10570514	166	Travelin' Man
10609514	95	Al-Suqaylabiyah
10620514	43	Ride Like Hell
10640514	116	Geet
10656514	171	Regional Security Office
10672514	1181	Mark Hudson (footballer, born 1982)
10686514	47	SIS (motorbikes)
10699514	201	The Dials
10713514	198	Case Management Society of America
10717514	13	Osmostat
10723514	255	Foreste Casentinesi, Monte Falterona, Campigna National Park
10743514	275	Damiano Mazza
10756514	287	Meshchansky District
10758514	380	Devlin (TV series)
10769514	2159	Residente o Visitante
10771514	204	Amanush
10774514	160	Cornelio Vel†squez
10862514	262	Oan Schylge
10863514	2347	Pierre Jean Robiquet
10868514	118	OPI
10894514	278	Paul Friedmann
10900514	65	The Argyle E.P.
10907514	146	Liberty Plains Parish, Cumberland
10913514	2058	Amritlal Nagar
10916514	173	Sam Lee (tennis)
10932514	197	Dominant Species (video game)
10948514	3217	History of Bournemouth
10959514	639	Kate Shaw
10975514	48	J. P. Piper
10982514	233	Sylvain Gaudreault
10983514	420	Tom Hunter (artist)
10986514	1099	Pierre Reid
10997514	175	Bank of Bombay
11012514	449	Offham, Kent
11034514	1038	Julia Thornton
11047514	35	Meridian Woods Park
11074514	239	2007-08 in Welsh football
11075514	450	List of largest European law firms 2005
11078514	403	NBA Live Legend All-Stars Teams
11100514	655	Any Love (Misia song)
11123514	359	1:35 scale
11138514	138	List of Peruvian artists
11140514	452	Sathi Leelavathi (1995 film)
11152514	54	WXK26
11160514	194	Windsor Park, Calgary
11163514	1091	St. Wenceslaus Church
11180514	138	Saskatchewan Highway 55
11185514	388	Jahanabad
11210514	30	Cucupha
11269514	262	Free City (album)
11274514	24	Jeno (village)
11289514	1541	Lesser Antillean macaw
11297514	71	Henri Martin (politician)
11304514	3914	Physical organic chemistry
11307514	28	Athpare language
11309514	104	Theodore A. Peyser
11310514	271	Derek Ross
11336514	1163	Old Market, Bristol
11341514	429	Michael Mullan
11342514	1104	2007-08 Dundee United F.C. season
11360514	281	Ellina Graypel
11364514	1872	Lord of the Rings (musical)
11372514	2068	Yang Yuanqing
11375514	439	Sculptures in the Schînbrunn Garden
11376514	28	Michelau
11391514	71	Naoko Hayashiba
11395514	269	MEROPS
11420514	270	Enio Sclisizzi
11421514	72	SL1 RNA
11427514	1322	Vienna Hyatt
11435514	77	Central Division (New South Wales)
11438514	453	Analog device
11440514	44	Gliese 849
11441514	51	Tennessee State Route 265
11455514	127	Think I'm in Love (Eddie Money song)
11460514	12	Stemphylium bolickii
11463514	291	Traditional crafts of Assam
11466514	8	Pythium hypogynum
11484514	422	Saul Isaac Kaempf
11499514	859	Laurent Cleenewerck
11505514	240	Miami (Izzy Stradlin album)
11538514	626	Alexander Kolowrat
11555514	575	1st Free French Division
11558514	285	Charm Osathanond
11563514	97	Cystadenocarcinoma
11569514	85	List of Gabonese films
11574514	40	List of Chinese films of the 1950s
11586514	192	James R. Campbell
11595514	449	William A. Ekwall
11605514	45	Convergent flow
11618514	68	Tour EP (Band of Horses EP)
11632514	850	Joe Dillon
11637514	580	Defence Fire and Rescue Service
11643514	180	Walnut Marketing Board
11646514	436	Hollyford Valley
11664514	675	1979 Seattle Mariners season
11677514	25	James Saunders
11698514	177	Port-Saint-Louis-du-Rhìne
11699514	482	12:01 (1993 film)
11709514	127	Hortob†gyi palacsinta
11728514	150	Huanren frog
11730514	207	Centre of Norway
11732514	332	Hamed Modibo Diallo
11738514	420	List of programs broadcast by Create
11751514	580	Eli Noam
11755514	354	Paul Stewart (politician)
11769514	60	Bobby Freeman (American football)
11771514	120	Breathe (Nickelback song)
11774514	27	Ippolito Galantini
11781514	139	Law enforcement in Honduras
11782514	123	Me?i?e Nirdamim
11790514	301	List of United States presidential electors from North Dakota
11793514	38	William Bowers (disambiguation)
11802514	261	Thelypodium howellii
11816514	13	Huy of Champasak
11849514	352	Tobiah (Ammonite)
11854514	75	Party for a European Future
11877514	359	Dead Planet
11913514	52	The Joint
11920514	56	Jack Lawrence (cricketer)
11936514	41	Otay Ranch Town Center
11941514	510	Heavens Cafe
11943514	40	Huang Wen-Po
11947514	155	Charles L. Faust
11948514	201	Seth Wallace Cobb
11960514	569	Harrison P. Young House
11969514	19	Gilten
11975514	9	Paolo Bianchessi
11980514	113	Mike Siklenka
11982514	509	Barlow Endowment
12005514	1554	Oi Nuclear Power Plant
12015514	705	Teases &amp; Dares
12020514	115	Poian
12028514	1589	Evie Sands
12033514	1479	SongBird
12036514	44	Sat†n se divierte
12041514	134	Robert Devenyi
12055514	1316	U.S. Route 13 in Pennsylvania
12100514	1192	The Fury (album)
12118514	51	List of monastic houses on the Isle of Wight
12122514	236	Eastern Conference (PIHA)
12134514	129	List of libraries in Barnet
12135514	78	Arie?ul Mic River
12167514	99	Milivoje Cirkovic
12168514	65	Desert pipistrelle
12175514	41	Cameroon soft-furred mouse
12176514	40	Marie's vole
12183514	484	Barbus altianalis
12184514	28	Ewaso Nyiro labeo
12188514	160	Canon law (Church of England)
12190514	62	Formalities
12201514	90	Rezaul Islam
12204514	36	SogÇa FC
12210514	1259	176 (Abu Klea) Battery Royal Artillery
12231514	72	Bhajantrilu
12241514	149	Das 2. Gebot
12250514	542	Edendork St. Malachy's GAC
12253514	140	Rock Lake Provincial Park
12267514	389	Mark Zakharov
12269514	994	Angelica Schuyler Church
12286514	1623	Water supply and sanitation in Jamaica
12303514	225	ASB Tennis Centre
12306514	92	Furness baronets
12330514	299	Petre Gruzinsky
12340514	132	Baptist beliefs
12350514	39	Farsetia inconspicua
12354514	812	Rasa von Werder
12355514	320	Takano Choei
12370514	98	Constance of Toulouse
12372514	49	Exerodonta pinorum
12404514	119	Idaho gubernatorial election, 2002
12439514	12	Galesburg City
12452514	35	Bare-headed laughingthrush
12459514	88	National Cancer Research Network
12460514	17	Luigi Mocenigo
12463514	421	Carolinas Medical Center-NorthEast
12465514	172	Myrmotherula
12466514	39	Orange-tufted sunbird
12470514	148	Brown parrotbill
12489514	52	Striated yuhina
12492514	49	Red-rumped tinkerbird
12516514	33	Calcochloris
12519514	197	Australia national speedway team
12522514	59	Hardar saga ok H¢lmverja
12534514	491	T'ai chi classics
12536514	22	Heterodera elachista
12538514	48	Don Kirkwood
12551514	65	John Olufemi
12553514	215	List of urban tram networks in Germany
12554514	752	List of In the Groove musicians
12556514	78	Shin Megami Tensei: NINE
12559514	373	Ellis D Fogg
12562514	202	Feng Xu
12563514	438	John Marsh (composer)
